Date,Open,High,Low,Close,Adj Close,Volume
2015-12-31,323.000000,332.000000,323.000000,329.799988,267.757843,4739203
2016-01-01,330.000000,335.000000,325.299988,334.049988,271.208282,1001091
2016-01-04,332.950012,337.100006,327.500000,330.200012,268.082611,1402242
2016-01-05,332.899994,332.899994,324.299988,325.799988,264.510284,3789711
2016-01-06,325.200012,331.000000,324.500000,327.899994,266.215240,3950971
2016-01-07,326.799988,329.750000,324.250000,326.399994,264.997437,2845034
2016-01-08,328.000000,329.500000,317.000000,321.100006,260.694489,3587538
2016-01-11,319.000000,319.000000,311.000000,315.950012,256.513306,3136079
2016-01-12,315.950012,317.700012,312.200012,316.000000,256.553894,2704456
2016-01-13,318.000000,320.500000,313.399994,317.299988,257.609344,1860750
2016-01-14,314.149994,321.850006,310.600006,318.649994,258.705383,1469470
2016-01-15,319.899994,321.000000,317.200012,318.549988,258.624176,1925285
2016-01-18,315.500000,323.100006,309.399994,310.850006,252.372711,1736472
2016-01-19,311.100006,312.000000,302.000000,308.850006,250.748978,3268371
2016-01-20,305.799988,316.549988,292.000000,298.149994,242.061829,3609992
2016-01-21,302.100006,302.149994,286.500000,288.200012,233.983658,4600455
2016-01-22,291.000000,302.600006,289.200012,299.450012,243.117294,8008963
2016-01-25,302.000000,306.299988,299.450012,304.899994,247.542023,3162445
2016-01-27,304.899994,305.500000,298.100006,304.049988,246.851913,3860574
2016-01-28,302.500000,313.750000,301.100006,306.600006,248.922256,8121506
2016-01-29,305.950012,324.500000,305.100006,319.950012,259.760834,4782044
2016-02-01,321.700012,330.000000,311.649994,328.549988,266.742981,3208370
2016-02-02,327.500000,332.600006,316.500000,318.950012,258.948944,3045611
2016-02-03,317.000000,324.299988,314.799988,317.250000,257.568726,4106124
2016-02-04,317.950012,323.399994,317.850006,322.500000,261.831085,3572599
2016-02-05,323.399994,337.200012,318.000000,326.250000,264.875671,6271759
2016-02-08,327.000000,329.750000,321.799988,323.350006,262.521210,2378719
2016-02-09,320.399994,323.000000,308.049988,309.250000,251.073700,3673347
2016-02-10,305.100006,316.250000,302.100006,313.750000,254.727142,3126063
2016-02-11,311.899994,313.750000,295.750000,305.100006,247.704422,4387964
2016-02-12,309.100006,311.100006,300.500000,302.850006,245.877701,4767172
2016-02-15,307.549988,330.750000,306.399994,324.250000,263.251892,5228881
2016-02-16,326.000000,326.700012,313.500000,317.899994,258.096466,2434947
2016-02-17,318.049988,319.000000,306.500000,312.799988,253.955872,2497160
2016-02-18,314.799988,319.100006,314.000000,317.600006,257.852905,1809851
2016-02-19,316.000000,316.950012,310.100006,312.250000,253.509369,3183958
2016-02-22,312.600006,316.000000,310.200012,313.899994,254.848938,2820180
2016-02-23,313.899994,314.000000,299.700012,301.100006,244.456894,3468668
2016-02-24,300.950012,300.950012,292.700012,295.250000,239.707397,2928473
2016-02-25,296.000000,307.899994,295.200012,299.399994,243.076706,14688967
2016-02-26,302.049988,312.850006,301.500000,311.450012,252.859848,6359697
2016-02-29,317.000000,317.700012,306.250000,311.000000,252.494492,6433602
2016-03-01,311.700012,318.850006,309.549988,317.850006,258.055878,3958446
2016-03-02,318.000000,320.000000,309.899994,311.000000,252.494492,4195722
2016-03-03,314.799988,317.049988,310.000000,314.100006,255.011337,4070260
2016-03-04,315.100006,327.500000,314.549988,325.149994,263.982605,6405159
2016-03-08,325.149994,333.000000,322.350006,324.049988,263.089539,13626475
2016-03-09,324.000000,326.100006,322.000000,322.500000,261.831085,6614341
2016-03-10,325.000000,326.100006,320.100006,321.700012,261.181641,8652210
2016-03-11,323.000000,325.649994,316.700012,318.899994,258.908325,11276463
2016-03-14,292.899994,299.000000,292.000000,296.700012,263.526947,9036862
2016-03-15,298.600006,298.700012,295.200012,295.649994,262.594330,4471379
2016-03-16,296.399994,296.899994,293.500000,295.649994,262.594330,3600579
2016-03-17,297.200012,298.200012,293.450012,294.250000,261.350861,3428625
2016-03-18,296.000000,298.799988,293.799988,297.750000,264.459564,4585864
2016-03-21,297.250000,298.500000,295.000000,296.600006,263.438141,2804720
2016-03-22,296.500000,299.700012,293.549988,294.399994,261.484100,5604065
2016-03-23,295.950012,298.500000,294.899994,298.000000,264.681580,2712299
2016-03-28,298.000000,298.500000,292.200012,293.500000,260.684723,4199915
2016-03-29,293.950012,297.399994,293.049988,295.149994,262.150238,2231442
2016-03-30,295.600006,297.549988,295.399994,296.850006,263.660187,3076806
2016-03-31,297.850006,297.850006,291.000000,291.950012,259.308044,8788685
2016-04-01,292.000000,293.750000,285.649994,287.000000,254.911469,4021684
2016-04-04,288.399994,288.950012,284.000000,285.000000,253.135086,3745464
2016-04-05,284.500000,284.950012,274.100006,275.250000,244.475204,4975193
2016-04-06,276.000000,279.899994,274.000000,275.600006,244.786072,6518559
2016-04-07,277.200012,281.750000,276.299988,281.250000,249.804352,3137807
2016-04-08,281.750000,283.000000,278.399994,279.600006,248.338837,3567115
2016-04-11,280.200012,282.600006,277.200012,280.450012,249.093811,6696441
2016-04-12,280.450012,280.500000,271.649994,274.399994,243.720230,9281615
2016-04-13,276.250000,278.299988,275.000000,277.450012,246.429245,9314286
2016-04-18,277.450012,278.549988,274.200012,275.799988,244.963699,7530454
2016-04-20,275.799988,282.000000,275.799988,278.649994,247.495056,8438851
2016-04-21,280.000000,288.750000,279.799988,287.750000,255.577606,6341547
2016-04-22,288.649994,288.649994,285.000000,287.799988,255.622009,3616133
2016-04-25,288.600006,290.899994,286.799988,287.950012,255.755264,2987563
2016-04-26,287.100006,289.899994,286.500000,288.299988,256.066101,1972410
2016-04-27,289.000000,293.500000,288.049988,290.899994,258.375427,2654547
2016-04-28,291.549988,293.649994,283.649994,285.049988,253.179489,5733507
2016-04-29,285.000000,289.649994,284.250000,288.049988,255.844070,3886257
2016-05-02,288.700012,289.000000,286.600006,288.649994,256.376984,1741094
2016-05-03,289.000000,289.250000,277.500000,279.149994,247.939163,4658529
2016-05-04,277.799988,281.450012,272.399994,279.950012,248.649734,6641861
2016-05-05,280.500000,283.149994,280.000000,281.799988,250.292862,2845968
2016-05-06,281.250000,282.450012,277.500000,281.899994,250.381683,3358599
2016-05-09,282.149994,286.500000,282.149994,285.600006,253.668015,2147251
2016-05-10,286.700012,286.700012,283.000000,284.899994,253.046249,3178150
2016-05-11,281.700012,284.399994,276.649994,283.799988,252.069244,4069757
2016-05-12,284.049988,284.850006,282.000000,283.850006,252.113663,3368917
2016-05-13,283.600006,283.600006,278.549988,281.450012,249.982010,2846180
2016-05-16,281.899994,283.899994,279.649994,282.850006,251.225464,4442240
2016-05-17,283.750000,284.899994,281.799988,283.850006,252.113663,1736009
2016-05-18,285.299988,285.299988,281.200012,283.950012,252.202499,2782932
2016-05-19,284.000000,284.399994,279.399994,280.299988,248.960571,1489126
2016-05-20,280.600006,281.100006,278.049988,279.000000,247.805923,4355684
2016-05-23,281.000000,281.500000,278.200012,280.500000,249.138214,2035863
2016-05-24,281.399994,281.399994,278.000000,279.549988,248.294434,2073509
2016-05-25,280.399994,281.500000,277.700012,281.000000,249.582306,2075737
2016-05-26,281.000000,281.700012,278.750000,280.850006,249.449081,4619836
2016-05-27,282.250000,284.500000,280.200012,281.299988,249.848755,4543846
2016-05-30,289.250000,295.950012,288.500000,292.549988,259.840942,17863356
2016-05-31,293.899994,295.250000,287.899994,291.399994,258.819519,7041001
2016-06-01,292.049988,299.500000,289.049988,297.200012,263.971039,5843470
2016-06-02,297.799988,309.500000,296.700012,307.350006,272.986206,9888554
2016-06-03,310.000000,311.899994,308.049988,308.950012,274.407318,6459723
2016-06-06,308.100006,308.500000,304.000000,305.799988,271.609497,5184081
2016-06-07,307.100006,309.500000,305.049988,307.799988,273.385864,2708323
2016-06-08,307.549988,307.950012,304.000000,306.799988,272.497711,1673081
2016-06-09,306.799988,314.399994,305.399994,313.000000,278.004486,2240051
2016-06-10,313.700012,315.899994,306.149994,306.649994,272.364471,2251748
2016-06-13,305.000000,310.450012,304.549988,308.500000,274.007629,2418196
2016-06-14,310.000000,310.350006,306.649994,308.850006,274.318512,2102212
2016-06-15,309.149994,310.799988,304.850006,309.750000,275.117859,2353608
2016-06-16,309.049988,309.500000,305.500000,307.549988,273.163849,1665463
2016-06-17,308.000000,314.500000,308.000000,313.200012,278.182159,3608513
2016-06-20,310.000000,313.200012,309.850006,312.350006,277.427185,1683234
2016-06-21,313.000000,315.000000,311.549988,313.000000,278.004486,1174461
2016-06-22,313.000000,318.399994,312.000000,317.500000,282.001373,2935707
2016-06-23,317.500000,318.899994,316.100006,317.549988,282.045776,1565312
2016-06-24,308.250000,314.000000,305.549988,312.250000,277.338348,3080388
2016-06-27,306.549988,312.500000,306.549988,308.100006,273.652344,1728920
2016-06-28,310.750000,314.250000,309.899994,313.299988,278.270966,2634505
2016-06-29,314.200012,314.649994,309.600006,311.000000,276.228119,1902427
2016-06-30,314.000000,314.399994,311.549988,313.000000,278.004486,3314387
2016-07-01,313.000000,314.399994,309.549988,310.100006,275.428741,2225864
2016-07-04,312.500000,319.000000,311.500000,317.950012,282.401062,2699220
2016-07-05,317.950012,323.399994,317.000000,321.950012,285.953827,2816887
2016-07-07,321.950012,325.850006,314.700012,315.549988,280.269379,3939302
2016-07-08,313.299988,314.950012,310.000000,311.700012,276.849884,2294810
2016-07-11,315.000000,322.600006,314.649994,320.899994,285.021210,2536047
2016-07-12,321.350006,321.350006,313.299988,317.049988,281.601654,3413443
2016-07-13,319.000000,325.500000,317.250000,324.049988,287.819031,3400480
