Date,Open,High,Low,Close,Adj Close,Volume
2015-12-31,837.000000,860.000000,836.950012,855.099976,812.323425,873853
2016-01-01,855.099976,855.099976,843.500000,845.849976,803.536194,485196
2016-01-04,841.000000,854.950012,837.450012,845.950012,803.631226,1086036
2016-01-05,848.950012,851.049988,836.400024,842.799988,800.638672,732691
2016-01-06,853.700012,853.700012,837.000000,841.400024,799.308838,1398935
2016-01-07,836.099976,837.900024,819.000000,825.049988,783.776733,1450657
2016-01-08,828.000000,836.750000,813.799988,828.349976,786.911560,1688435
2016-01-11,815.000000,833.000000,811.099976,814.549988,773.801941,1267638
2016-01-12,818.000000,819.000000,798.049988,810.049988,769.527161,1157664
2016-01-13,814.799988,829.849976,804.299988,826.400024,785.059265,1579234
2016-01-14,810.049988,841.799988,810.049988,828.849976,787.386536,2540610
2016-01-15,828.500000,842.000000,816.000000,838.049988,796.126404,2285591
2016-01-18,831.099976,853.950012,831.099976,842.349976,800.211243,1887068
2016-01-19,867.000000,870.000000,800.000000,838.250000,796.316406,5309499
2016-01-20,831.049988,846.000000,823.000000,841.900024,799.783875,1988009
2016-01-21,844.000000,850.150024,831.250000,835.250000,793.466553,1674215
2016-01-22,838.000000,850.950012,831.900024,839.250000,797.266479,1009239
2016-01-25,847.500000,858.900024,836.849976,838.700012,796.743896,1095067
2016-01-27,838.700012,840.900024,830.200012,836.000000,799.901367,1100759
2016-01-28,833.000000,849.799988,829.700012,844.500000,808.034302,1600653
2016-01-29,845.250000,870.000000,842.299988,865.750000,828.366821,1917557
2016-02-01,865.799988,889.900024,865.799988,880.299988,842.288574,1297246
2016-02-02,880.000000,885.000000,867.049988,872.650024,834.968872,1112732
2016-02-03,866.349976,870.000000,848.849976,852.099976,815.306091,978045
2016-02-04,855.099976,874.799988,848.950012,867.349976,829.897644,1317307
2016-02-05,877.000000,877.000000,858.349976,869.650024,832.098389,983851
2016-02-08,866.099976,868.950012,846.000000,849.750000,813.057617,805217
2016-02-09,843.000000,844.000000,805.950012,810.450012,775.454651,1667218
2016-02-10,815.500000,833.000000,807.599976,827.400024,791.672729,1132697
2016-02-11,827.400024,827.400024,801.599976,808.000000,773.110413,1619207
2016-02-12,814.000000,825.849976,784.950012,798.250000,763.781494,1392467
2016-02-15,813.000000,832.500000,810.349976,827.099976,791.385620,1380806
2016-02-16,825.099976,837.900024,819.250000,824.299988,788.706604,1052299
2016-02-17,829.950012,835.000000,816.349976,824.799988,789.185059,1360181
2016-02-18,829.049988,847.000000,827.349976,843.950012,807.508179,1064582
2016-02-19,842.000000,857.000000,828.400024,851.549988,814.779968,1183068
2016-02-22,849.799988,849.799988,840.099976,845.950012,809.421753,923775
2016-02-23,845.000000,849.000000,827.000000,828.950012,793.155762,630477
2016-02-24,829.599976,839.000000,809.000000,811.049988,776.028748,861124
2016-02-25,807.000000,815.000000,799.700012,808.750000,773.828003,809816
2016-02-26,814.349976,832.000000,814.000000,824.650024,789.041443,1023912
2016-02-29,822.000000,831.650024,795.000000,813.250000,778.133728,1547030
2016-03-01,813.900024,841.400024,809.000000,832.150024,796.217712,1057236
2016-03-02,837.000000,865.000000,829.349976,854.849976,817.937439,1639639
2016-03-03,865.000000,866.349976,851.599976,859.299988,822.195251,1007921
2016-03-04,860.200012,861.099976,830.349976,835.400024,799.327332,1777388
2016-03-08,835.400024,835.400024,809.450012,815.250000,780.047424,3245006
2016-03-09,813.950012,818.000000,801.349976,815.650024,780.430115,6110739
2016-03-10,821.799988,822.900024,806.400024,817.849976,782.535095,2507897
2016-03-11,817.000000,825.000000,812.500000,823.049988,787.510620,2120515
2016-03-14,823.849976,830.400024,822.000000,827.900024,792.151184,1426361
2016-03-15,826.000000,826.950012,810.500000,811.849976,776.794128,1355645
2016-03-16,813.450012,816.500000,807.500000,814.900024,779.712524,1218254
2016-03-17,820.000000,829.000000,810.549988,815.299988,780.095215,1714817
2016-03-18,816.000000,828.799988,815.000000,824.150024,788.563049,1661532
