Date,Open,High,Low,Close,Adj Close,Volume
2015-12-31,394.000000,395.750000,389.149994,391.299988,391.141571,6410622
2016-01-01,392.500000,403.000000,373.000000,401.899994,401.737305,4377363
2016-01-04,400.000000,400.100006,375.049988,377.049988,376.897339,7822660
2016-01-05,381.049988,382.450012,372.100006,374.450012,374.298431,6901068
2016-01-06,374.250000,375.500000,364.600006,365.899994,365.751862,7211230
2016-01-07,356.250000,358.000000,338.100006,343.549988,343.410919,11782307
2016-01-08,345.600006,355.850006,345.600006,353.350006,353.206970,8770370
2016-01-11,343.899994,364.750000,341.649994,360.200012,360.054199,10576721
2016-01-12,362.700012,363.950012,351.600006,355.000000,354.856293,8363062
2016-01-13,360.450012,369.799988,356.299988,364.600006,364.452393,14191511
2016-01-14,356.100006,359.399994,346.799988,354.299988,354.156555,10673343
2016-01-15,353.899994,353.899994,339.350006,341.299988,341.161804,6557584
2016-01-18,341.000000,343.299988,334.399994,340.200012,340.062286,6285144
2016-01-19,343.000000,357.200012,342.000000,354.149994,354.006622,7304555
2016-01-20,349.649994,349.649994,338.799988,342.250000,342.111450,9156596
2016-01-21,340.649994,344.149994,323.000000,328.549988,328.416992,16524035
2016-01-22,335.500000,345.899994,331.500000,339.500000,339.362549,9595392
2016-01-25,345.500000,345.500000,331.149994,332.600006,332.465363,6106931
2016-01-27,332.600006,341.000000,332.600006,337.049988,336.913544,8333202
2016-01-28,336.299988,341.399994,332.299988,334.200012,334.064728,13153617
2016-01-29,332.000000,340.600006,324.200012,336.899994,336.763611,10350998
2016-02-01,338.750000,342.399994,332.250000,338.500000,338.362976,6563774
2016-02-02,343.799988,344.700012,327.700012,329.549988,329.416565,9179304
2016-02-03,325.549988,325.950012,317.049988,320.299988,320.170319,6685445
2016-02-04,325.299988,329.299988,321.200012,325.500000,325.368225,6086981
2016-02-05,330.500000,339.000000,326.649994,337.100006,336.963531,9236577
2016-02-08,334.950012,334.950012,321.350006,323.500000,323.369049,6974342
2016-02-09,319.500000,322.649994,308.799988,310.649994,310.524231,12489713
2016-02-10,309.850006,309.950012,288.250000,291.549988,291.431946,21756193
2016-02-11,298.500000,300.000000,265.799988,276.350006,276.238129,21632886
2016-02-12,281.000000,303.950012,271.600006,298.350006,298.229218,21542152
2016-02-15,297.899994,320.750000,297.700012,317.250000,317.121552,18888699
2016-02-16,319.399994,324.200012,298.899994,301.149994,301.028076,13598374
2016-02-17,302.950012,313.500000,298.649994,310.149994,310.024445,13717526
2016-02-18,315.149994,319.100006,306.200012,314.000000,313.872894,12498247
2016-02-19,312.100006,320.000000,311.100006,318.200012,318.071198,7706462
2016-02-22,320.000000,324.200012,313.600006,318.850006,318.720917,8699779
2016-02-23,324.000000,324.750000,314.450012,318.549988,318.421021,11635881
2016-02-24,316.000000,316.000000,304.750000,306.299988,306.175995,7629905
2016-02-25,309.799988,312.200012,296.200012,298.200012,298.079285,12959812
2016-02-26,303.200012,305.200012,297.600006,301.799988,301.677795,9181680
2016-02-29,303.200012,305.750000,290.250000,299.700012,299.578674,12607181
2016-03-01,301.100006,317.000000,301.100006,315.350006,315.222351,11440045
2016-03-02,322.899994,326.000000,314.350006,317.100006,316.971619,12418149
2016-03-03,324.500000,339.799988,321.500000,336.700012,336.563690,12844057
2016-03-04,340.149994,348.750000,338.649994,343.500000,343.360931,8197520
2016-03-08,343.500000,353.750000,341.500000,346.049988,345.909882,7888999
2016-03-09,339.899994,349.000000,336.000000,347.700012,347.559265,6383925
2016-03-10,347.000000,353.600006,341.399994,348.500000,348.358917,7443048
2016-03-11,348.500000,355.899994,345.149994,354.250000,354.106598,7641330
2016-03-14,359.899994,370.549988,358.950012,366.450012,366.301666,13066837
2016-03-15,366.899994,370.700012,359.549988,360.399994,360.254089,9800731
2016-03-16,359.950012,362.750000,353.299988,359.549988,359.404419,7554537
2016-03-17,366.899994,367.399994,358.600006,360.899994,360.753876,6914296
2016-03-18,362.500000,367.799988,362.500000,366.049988,365.901794,6594019
2016-03-21,367.250000,375.500000,365.750000,374.700012,374.548309,9325793
2016-03-22,376.950012,381.500000,370.399994,377.200012,377.047302,8909026
2016-03-23,378.000000,379.450012,374.049988,377.000000,376.847382,5766182
2016-03-28,377.000000,377.000000,361.500000,363.299988,363.152924,8062793
2016-03-29,364.000000,378.950012,363.049988,372.450012,372.299225,9364810
2016-03-30,380.500000,391.500000,376.799988,388.600006,388.442688,10295891
2016-03-31,387.899994,393.600006,380.500000,386.600006,386.443512,10738707
2016-04-01,386.399994,386.399994,377.700012,379.649994,379.496307,5683771
2016-04-04,385.950012,391.000000,382.399994,388.399994,388.242767,6011729
2016-04-05,386.000000,386.000000,369.000000,370.500000,370.350006,6058241
2016-04-06,373.700012,382.399994,372.049988,376.700012,376.547516,7323269
2016-04-07,375.950012,384.799988,370.299988,375.200012,375.048126,8724110
2016-04-08,375.500000,380.049988,370.500000,371.450012,371.299622,4860484
2016-04-11,373.950012,387.799988,373.899994,386.649994,386.493469,6827449
2016-04-12,387.950012,397.399994,387.149994,395.799988,395.639740,7702684
2016-04-13,400.000000,411.750000,398.149994,408.750000,408.584534,12373115
2016-04-18,408.750000,409.899994,402.500000,407.350006,407.185089,5571076
2016-04-20,407.350006,410.350006,400.649994,404.100006,403.936401,7589901
2016-04-21,408.700012,417.200012,406.000000,411.500000,411.333405,9211869
2016-04-22,412.100006,420.500000,408.000000,417.000000,416.831177,5995998
2016-04-25,417.600006,417.600006,410.000000,412.200012,412.033142,3272996
2016-04-26,408.649994,423.649994,405.049988,419.049988,418.880341,6998505
2016-04-27,418.950012,425.250000,414.649994,418.549988,418.380554,6227941
2016-04-28,418.799988,420.950012,409.700012,411.350006,411.183472,7546101
2016-04-29,410.000000,413.700012,403.049988,408.350006,408.184692,6251095
2016-05-02,407.950012,410.450012,402.500000,407.700012,407.534973,4178821
2016-05-03,410.899994,422.000000,407.799988,409.649994,409.484161,9620804
2016-05-04,405.500000,405.500000,380.100006,381.799988,381.645416,12069134
2016-05-05,384.000000,396.049988,383.149994,391.149994,390.991638,9601341
2016-05-06,388.600006,400.899994,384.500000,398.700012,398.538605,9953672
2016-05-09,400.350006,405.200012,395.149994,403.350006,403.186707,8700283
2016-05-10,400.799988,400.799988,387.149994,388.950012,388.792542,9166453
2016-05-11,384.799988,391.950012,376.100006,379.850006,379.696228,11595875
2016-05-12,379.000000,388.600006,379.000000,387.049988,386.893311,6506343
2016-05-13,391.250000,394.000000,385.500000,389.950012,389.792145,14027896
2016-05-16,393.799988,396.700012,389.000000,392.700012,392.541046,8248193
2016-05-17,392.600006,395.000000,386.600006,389.700012,389.542236,9425555
2016-05-18,383.500000,387.350006,381.600006,384.850006,384.694214,8589315
2016-05-19,386.250000,393.299988,381.950012,386.899994,386.743378,10988676
2016-05-20,386.700012,392.700012,383.500000,384.450012,384.294373,6537509
2016-05-23,388.549988,389.950012,380.100006,381.750000,381.595459,8153090
2016-05-24,383.799988,391.750000,382.649994,389.100006,388.942474,10568106
2016-05-25,394.000000,399.950012,394.000000,397.000000,396.839294,8897382
2016-05-26,400.500000,402.000000,396.750000,399.250000,399.088379,8469732
2016-05-27,400.000000,405.000000,396.000000,403.899994,403.736481,9035525
2016-05-30,404.799988,423.600006,401.299988,421.250000,421.079468,15767133
2016-05-31,456.000000,464.899994,445.000000,459.649994,459.463898,110744326
2016-06-01,455.750000,458.299988,445.000000,449.200012,449.018158,10389215
2016-06-02,444.100006,460.500000,444.100006,453.450012,453.266449,13674434
2016-06-03,458.049988,461.799988,452.500000,453.950012,453.766235,11672544
2016-06-06,457.799988,465.000000,450.200012,460.500000,460.313568,9356808
2016-06-07,466.450012,466.450012,459.000000,463.049988,462.862518,12568902
2016-06-08,465.500000,468.799988,463.200012,466.149994,465.961273,10467158
2016-06-09,469.450012,470.250000,465.000000,467.149994,466.960876,8525017
2016-06-10,466.750000,466.750000,454.500000,456.950012,456.765015,7039858
2016-06-13,451.000000,451.399994,436.700012,444.250000,444.070160,9507282
2016-06-14,446.899994,453.850006,441.149994,448.399994,448.218475,9615226
2016-06-15,449.899994,453.000000,447.250000,452.100006,451.916992,5704865
2016-06-16,449.700012,455.500000,446.049988,454.350006,454.166077,7255454
2016-06-17,461.000000,465.750000,457.299988,464.399994,464.211975,7836702
2016-06-20,464.750000,484.200012,460.250000,482.049988,481.854828,9261350
2016-06-21,484.000000,486.200012,477.600006,484.899994,484.703674,8907801
2016-06-22,483.049988,484.799988,468.049988,472.700012,472.508636,7660165
2016-06-23,476.100006,489.899994,476.100006,487.950012,487.752472,9628216
2016-06-24,439.200012,453.750000,421.250000,449.399994,449.218048,40998600
2016-06-27,451.799988,457.250000,443.600006,448.950012,448.768250,12450283
2016-06-28,448.000000,448.000000,433.000000,440.399994,440.221710,10190394
2016-06-29,447.100006,449.799988,445.399994,447.250000,447.068939,6285461
2016-06-30,454.299988,462.250000,451.549988,459.250000,459.064087,13214064
2016-07-01,463.600006,464.750000,454.700012,457.899994,457.714630,7027759
2016-07-04,467.000000,474.850006,467.000000,469.500000,469.309937,8413087
2016-07-05,468.500000,469.000000,459.500000,460.899994,460.713409,4934087
2016-07-07,460.899994,465.450012,454.100006,455.149994,454.965729,6580663
2016-07-08,464.299988,468.200012,462.649994,466.299988,466.111206,9263727
2016-07-11,472.100006,486.799988,472.100006,484.600006,484.403809,10477166
2016-07-12,486.000000,488.649994,481.100006,484.299988,484.103912,6767972
2016-07-13,485.950012,488.100006,477.950012,481.100006,480.905243,5855718
2016-07-14,480.100006,489.299988,478.950012,486.100006,485.903229,5983007
2016-07-15,480.000000,501.700012,479.649994,494.000000,493.800018,8889558
2016-07-18,495.000000,505.000000,490.000000,492.649994,492.649994,7463954
2016-07-19,493.899994,503.500000,493.450012,499.250000,499.250000,7665519
2016-07-20,496.299988,502.450012,492.450012,493.899994,493.899994,5697901
2016-07-21,498.450012,500.000000,489.700012,491.049988,491.049988,3658371
2016-07-22,494.450012,508.450012,493.500000,507.200012,507.200012,5588143
2016-07-25,505.500000,510.950012,503.350006,509.000000,509.000000,4638151
2016-07-26,506.049988,513.349976,502.100006,503.250000,503.250000,6187499
2016-07-27,507.750000,513.049988,505.500000,510.100006,510.100006,5193425
2016-07-28,510.000000,511.899994,498.750000,506.850006,506.850006,6338260
2016-07-29,507.799988,510.500000,501.100006,503.200012,503.200012,3746332
2016-08-01,506.799988,514.900024,505.500000,508.250000,508.250000,4748497
2016-08-02,510.000000,511.200012,491.149994,493.299988,493.299988,5251838
2016-08-03,494.500000,499.500000,475.500000,478.399994,478.399994,7925049
2016-08-04,490.100006,501.450012,488.600006,500.000000,500.000000,9476008
2016-08-05,507.200012,518.700012,502.149994,516.400024,516.400024,6393514
2016-08-08,518.200012,522.599976,513.400024,514.799988,514.799988,4649302
2016-08-09,521.000000,522.000000,509.200012,513.799988,513.799988,6015760
2016-08-10,515.599976,516.500000,502.299988,503.450012,503.450012,6371139
2016-08-11,503.750000,505.000000,495.100006,503.250000,503.250000,4112806
2016-08-12,506.899994,519.500000,506.149994,516.799988,516.799988,7167435
2016-08-16,516.799988,516.799988,503.299988,507.600006,507.600006,6034295
2016-08-17,511.100006,514.250000,505.850006,510.399994,510.399994,5853980
2016-08-18,512.400024,517.900024,510.750000,512.049988,512.049988,4990558
2016-08-19,514.000000,515.000000,508.200012,510.000000,510.000000,4567273
2016-08-22,509.100006,513.599976,503.100006,503.950012,503.950012,4330313
2016-08-23,505.250000,508.600006,500.450012,504.000000,504.000000,5342115
2016-08-24,504.700012,506.049988,493.600006,498.350006,498.350006,5189459
2016-08-25,498.350006,503.299988,491.299988,493.850006,493.850006,8787262
2016-08-26,502.000000,515.349976,486.000000,503.750000,503.750000,16347856
2016-08-29,522.500000,528.750000,515.400024,525.299988,525.299988,12534399
2016-08-30,528.500000,530.799988,524.099976,529.000000,529.000000,6611147
2016-08-31,529.000000,548.799988,529.000000,537.700012,537.700012,15725942
2016-09-01,540.500000,546.650024,540.000000,543.650024,543.650024,7571854
2016-09-02,552.000000,555.900024,549.099976,549.849976,549.849976,10097146
2016-09-06,549.849976,593.299988,549.849976,588.700012,588.700012,15813178
2016-09-07,590.000000,598.400024,584.000000,587.400024,587.400024,13408927
2016-09-08,590.750000,591.700012,577.750000,584.200012,584.200012,10456258
2016-09-09,580.000000,582.950012,571.700012,573.250000,573.250000,7159068
2016-09-12,551.000000,560.000000,549.250000,553.450012,553.450012,7055294
2016-09-14,553.450012,565.349976,544.099976,560.500000,560.500000,12364724
2016-09-15,562.000000,566.250000,555.400024,557.549988,557.549988,5258859
2016-09-16,562.400024,568.200012,546.349976,548.700012,548.700012,10931845
2016-09-19,553.799988,556.400024,549.450012,554.450012,554.450012,6979269
2016-09-20,555.000000,556.299988,545.500000,548.450012,548.450012,6874462
2016-09-21,548.599976,556.400024,544.000000,549.900024,549.900024,5919149
2016-09-22,561.200012,562.950012,551.349976,558.450012,558.450012,6012388
2016-09-23,558.500000,558.500000,551.200012,553.049988,553.049988,4840360
2016-09-26,549.950012,549.950012,533.750000,535.299988,535.299988,6858574
2016-09-27,537.700012,542.000000,530.250000,531.950012,531.950012,4912743
2016-09-28,533.000000,545.400024,531.500000,540.000000,540.000000,6604953
2016-09-29,543.000000,546.900024,516.650024,526.299988,526.299988,9315794
2016-09-30,525.599976,536.549988,521.200012,534.849976,534.849976,5659248
